날짜,판매량,프로모션진행개수,연도,월,일,요일,휴일종류_레이블
2016-06-22,496.27,5,2016,6,22,2,6
2016-06-23,370.41,10,2016,6,23,3,3
2016-06-24,455.0,11,2016,6,24,4,6
2016-06-25,665.59,11,2016,6,25,5,3
2016-06-25,665.59,11,2016,6,25,5,3
2016-06-25,665.59,11,2016,6,25,5,3
2016-06-26,555.44,11,2016,6,26,6,6
2016-06-27,385.88,11,2016,6,27,0,6
2016-06-28,315.93,0,2016,6,28,1,6
2016-06-29,367.63,8,2016,6,29,2,6
2016-06-30,358.96,8,2016,6,30,3,6
2016-07-01,558.18,7,2016,7,1,4,6
2016-07-02,717.8,9,2016,7,2,5,6
2016-07-03,631.85,6,2016,7,3,6,3
2016-07-03,631.85,6,2016,7,3,6,3
2016-07-04,374.07,6,2016,7,4,0,6
2016-07-05,463.91,8,2016,7,5,1,6
2016-07-06,466.14,9,2016,7,6,2,6
2016-07-07,338.3,7,2016,7,7,3,6
2016-07-08,530.08,6,2016,7,8,4,6
2016-07-09,629.0,6,2016,7,9,5,6
2016-07-10,600.89,5,2016,7,10,6,6
2016-07-11,333.57,5,2016,7,11,0,6
2016-07-12,404.99,6,2016,7,12,1,6
2016-07-13,438.24,6,2016,7,13,2,6
2016-07-14,265.08,0,2016,7,14,3,6
2016-07-15,489.34,1,2016,7,15,4,6
2016-07-16,671.25,1,2016,7,16,5,6
2016-07-17,608.65,0,2016,7,17,6,6
2016-07-18,405.83,1,2016,7,18,0,6
2016-07-19,362.54,1,2016,7,19,1,6
2016-07-20,319.91,0,2016,7,20,2,6
2016-07-21,429.69,1,2016,7,21,3,6
2016-07-22,439.1,2,2016,7,22,4,6
2016-07-23,530.73,1,2016,7,23,5,3
2016-07-24,524.05,1,2016,7,24,6,0
2016-07-24,524.05,1,2016,7,24,6,4
2016-07-25,318.58,1,2016,7,25,0,3
2016-07-26,337.03,1,2016,7,26,1,6
2016-07-27,395.63,1,2016,7,27,2,6
2016-07-28,344.39,0,2016,7,28,3,6
2016-07-29,460.43,2,2016,7,29,4,6
2016-07-30,616.93,1,2016,7,30,5,6
2016-07-31,562.13,1,2016,7,31,6,6
2016-08-01,505.88,1,2016,8,1,0,6
2016-08-02,388.57,0,2016,8,2,1,6
2016-08-03,476.08,0,2016,8,3,2,6
2016-08-04,383.01,0,2016,8,4,3,6
2016-08-05,470.68,0,2016,8,5,4,3
2016-08-06,601.28,0,2016,8,6,5,6
2016-08-07,555.26,0,2016,8,7,6,6
2016-08-08,415.08,0,2016,8,8,0,6
2016-08-09,385.21,0,2016,8,9,1,6
2016-08-10,345.0,0,2016,8,10,2,3
2016-08-11,291.0,0,2016,8,11,3,6
2016-08-12,579.99,0,2016,8,12,4,4
2016-08-13,439.77,0,2016,8,13,5,6
2016-08-14,447.54,1,2016,8,14,6,6
2016-08-15,276.45,0,2016,8,15,0,3
2016-08-16,461.25,0,2016,8,16,1,6
2016-08-17,450.84,0,2016,8,17,2,6
2016-08-18,401.73,0,2016,8,18,3,6
2016-08-19,453.58,1,2016,8,19,4,6
2016-08-20,655.76,0,2016,8,20,5,6
2016-08-21,519.49,0,2016,8,21,6,6
2016-08-22,334.81,0,2016,8,22,0,6
2016-08-23,379.86,0,2016,8,23,1,6
2016-08-24,422.05,0,2016,8,24,2,3
2016-08-25,312.36,0,2016,8,25,3,6
2016-08-26,436.14,0,2016,8,26,4,6
2016-08-27,594.4,0,2016,8,27,5,6
2016-08-28,539.24,0,2016,8,28,6,6
2016-08-29,278.0,0,2016,8,29,0,6
2016-08-30,348.56,0,2016,8,30,1,6
2016-08-31,460.18,0,2016,8,31,2,6
2016-09-01,291.0,0,2016,9,1,3,6
2016-09-02,609.1,1,2016,9,2,4,6
2016-09-03,723.08,0,2016,9,3,5,6
2016-09-04,569.0,0,2016,9,4,6,6
2016-09-05,465.21,0,2016,9,5,0,6
2016-09-06,371.97,0,2016,9,6,1,6
2016-09-07,491.58,0,2016,9,7,2,6
2016-09-08,411.1,0,2016,9,8,3,6
2016-09-09,460.66,1,2016,9,9,4,6
2016-09-10,706.32,0,2016,9,10,5,6
2016-09-11,585.47,0,2016,9,11,6,6
2016-09-12,390.68,0,2016,9,12,0,6
2016-09-13,336.02,0,2016,9,13,1,6
2016-09-14,377.53,1,2016,9,14,2,6
2016-09-15,399.4,0,2016,9,15,3,6
2016-09-16,516.0,1,2016,9,16,4,6
2016-09-17,616.29,1,2016,9,17,5,6
2016-09-18,632.16,1,2016,9,18,6,6
2016-09-19,337.55,2,2016,9,19,0,6
2016-09-20,373.36,0,2016,9,20,1,6
2016-09-21,328.4,1,2016,9,21,2,6
2016-09-22,364.25,1,2016,9,22,3,6
2016-09-23,448.05,3,2016,9,23,4,6
2016-09-24,608.95,2,2016,9,24,5,6
2016-09-25,625.97,2,2016,9,25,6,6
2016-09-26,324.24,4,2016,9,26,0,6
2016-09-27,359.44,4,2016,9,27,1,6
2016-09-28,378.94,3,2016,9,28,2,3
2016-09-29,395.12,3,2016,9,29,3,6
2016-09-30,550.28,4,2016,9,30,4,6
2016-10-01,867.08,4,2016,10,1,5,6
2016-10-02,816.01,4,2016,10,2,6,6
2016-10-03,480.77,3,2016,10,3,0,6
2016-10-04,441.48,3,2016,10,4,1,6
2016-10-05,424.21,3,2016,10,5,2,6
2016-10-06,272.28,3,2016,10,6,3,6
2016-10-07,489.04,3,2016,10,7,4,3
2016-10-08,633.03,3,2016,10,8,5,6
2016-10-09,664.33,4,2016,10,9,6,3
2016-10-10,424.84,3,2016,10,10,0,6
2016-10-11,387.2,4,2016,10,11,1,6
2016-10-12,365.08,5,2016,10,12,2,6
2016-10-13,405.67,3,2016,10,13,3,6
2016-10-14,468.66,5,2016,10,14,4,6
2016-10-15,608.19,4,2016,10,15,5,6
2016-10-16,710.05,3,2016,10,16,6,6
2016-10-17,444.2,3,2016,10,17,0,6
2016-10-18,319.0,3,2016,10,18,1,6
2016-10-19,438.39,3,2016,10,19,2,6
2016-10-20,375.04,3,2016,10,20,3,6
2016-10-21,532.59,5,2016,10,21,4,6
2016-10-22,685.12,3,2016,10,22,5,6
2016-10-23,661.13,5,2016,10,23,6,6
2016-10-24,327.38,5,2016,10,24,0,6
2016-10-25,357.08,3,2016,10,25,1,6
2016-10-26,428.54,8,2016,10,26,2,6
2016-10-27,357.61,7,2016,10,27,3,6
2016-10-28,509.54,7,2016,10,28,4,6
2016-10-29,720.61,7,2016,10,29,5,6
2016-10-30,649.3,7,2016,10,30,6,6
2016-10-31,392.93,7,2016,10,31,0,6
2016-11-01,458.46,6,2016,11,1,1,6
2016-11-02,857.28,8,2016,11,2,2,3
2016-11-03,526.52,8,2016,11,3,3,3
2016-11-04,568.84,8,2016,11,4,4,1
2016-11-05,585.41,8,2016,11,5,5,6
2016-11-06,700.72,8,2016,11,6,6,3
2016-11-07,463.55,7,2016,11,7,0,3
2016-11-08,467.41,6,2016,11,8,1,6
2016-11-09,463.62,7,2016,11,9,2,6
2016-11-10,422.49,8,2016,11,10,3,3
2016-11-11,560.77,9,2016,11,11,4,3
2016-11-12,747.08,8,2016,11,12,5,3
2016-11-12,747.08,8,2016,11,12,5,5
2016-11-13,812.4,9,2016,11,13,6,6
2016-11-14,402.45,8,2016,11,14,0,6
2016-11-15,351.9,7,2016,11,15,1,6
2016-11-16,538.08,9,2016,11,16,2,6
2016-11-17,447.02,5,2016,11,17,3,6
2016-11-18,570.34,6,2016,11,18,4,6
2016-11-19,842.33,6,2016,11,19,5,6
2016-11-20,789.06,5,2016,11,20,6,6
2016-11-21,621.46,4,2016,11,21,0,6
2016-11-22,602.8,4,2016,11,22,1,6
2016-11-23,666.42,4,2016,11,23,2,6
2016-11-24,459.91,3,2016,11,24,3,6
2016-11-25,591.83,3,2016,11,25,4,2
2016-11-26,725.84,3,2016,11,26,5,6
2016-11-27,701.86,4,2016,11,27,6,6
2016-11-28,571.25,4,2016,11,28,0,2
2016-11-29,359.03,5,2016,11,29,1,6
2016-11-30,533.93,3,2016,11,30,2,6
2016-12-01,687.7,2,2016,12,1,3,6
2016-12-02,728.58,3,2016,12,2,4,6
2016-12-03,853.14,3,2016,12,3,5,6
2016-12-04,778.94,4,2016,12,4,6,6
2016-12-05,1303.53,2,2016,12,5,0,0
2016-12-06,882.86,2,2016,12,6,1,3
2016-12-07,1128.92,3,2016,12,7,2,6
2016-12-08,561.83,3,2016,12,8,3,3
2016-12-09,1006.28,2,2016,12,9,4,6
2016-12-10,1529.82,5,2016,12,10,5,6
2016-12-11,1439.36,1,2016,12,11,6,6
2016-12-12,1211.72,3,2016,12,12,0,6
2016-12-13,2917.54,2,2016,12,13,1,6
2016-12-14,2381.11,12,2016,12,14,2,6
2016-12-15,1839.44,8,2016,12,15,3,6
2016-12-16,4756.19,11,2016,12,16,4,6
2016-12-17,4120.64,10,2016,12,17,5,6
2016-12-18,5121.84,11,2016,12,18,6,6
2016-12-19,4030.01,3,2016,12,19,0,6
2016-12-20,5781.77,3,2016,12,20,1,6
2016-12-21,6263.45,4,2016,12,21,2,0
2016-12-22,4495.99,3,2016,12,22,3,0
2016-12-22,4495.99,3,2016,12,22,3,3
2016-12-23,3688.84,1,2016,12,23,4,0
2016-12-24,1688.09,2,2016,12,24,5,0
2016-12-26,1385.8,3,2016,12,26,0,0
2016-12-27,1246.85,2,2016,12,27,1,6
2016-12-28,1424.37,12,2016,12,28,2,6
2016-12-29,1737.78,13,2016,12,29,3,6
2016-12-30,1564.94,14,2016,12,30,4,6
2016-12-31,1105.76,11,2016,12,31,5,0
2017-01-01,0.0,0,2017,1,1,6,3
2017-01-02,947.77,3,2017,1,2,0,4
2017-01-03,730.35,1,2017,1,3,1,6
2017-01-04,496.69,3,2017,1,4,2,6
2017-01-05,402.08,2,2017,1,5,3,6
2017-01-06,506.96,2,2017,1,6,4,6
2017-01-07,694.59,3,2017,1,7,5,6
2017-01-08,718.29,2,2017,1,8,6,6
2017-01-09,386.98,2,2017,1,9,0,6
2017-01-10,457.93,3,2017,1,10,1,6
2017-01-11,510.88,2,2017,1,11,2,6
2017-01-12,403.68,2,2017,1,12,3,6
2017-01-13,513.25,4,2017,1,13,4,6
2017-01-14,820.32,3,2017,1,14,5,6
2017-01-15,654.22,3,2017,1,15,6,6
2017-01-16,359.92,3,2017,1,16,0,6
2017-01-17,364.8,2,2017,1,17,1,6
2017-01-18,579.64,6,2017,1,18,2,6
2017-01-19,261.2,4,2017,1,19,3,6
2017-01-20,421.94,5,2017,1,20,4,6
2017-01-21,654.98,6,2017,1,21,5,6
2017-01-22,536.16,3,2017,1,22,6,6
2017-01-23,334.54,3,2017,1,23,0,6
2017-01-24,385.28,4,2017,1,24,1,6
2017-01-25,399.9,3,2017,1,25,2,6
2017-01-26,355.36,3,2017,1,26,3,6
2017-01-27,445.44,4,2017,1,27,4,6
2017-01-28,584.69,3,2017,1,28,5,6
2017-01-29,532.01,2,2017,1,29,6,6
2017-01-30,411.43,3,2017,1,30,0,6
2017-01-31,335.83,2,2017,1,31,1,6
2017-02-01,598.39,2,2017,2,1,2,6
2017-02-02,426.97,3,2017,2,2,3,6
2017-02-03,550.68,4,2017,2,3,4,6
2017-02-04,771.86,5,2017,2,4,5,6
2017-02-05,699.5,4,2017,2,5,6,6
2017-02-06,439.91,5,2017,2,6,0,6
2017-02-07,567.46,6,2017,2,7,1,6
2017-02-08,612.67,8,2017,2,8,2,6
2017-02-09,506.1,2,2017,2,9,3,6
2017-02-10,504.19,4,2017,2,10,4,6
2017-02-11,662.5,2,2017,2,11,5,6
2017-02-12,576.84,2,2017,2,12,6,6
2017-02-13,463.4,2,2017,2,13,0,6
2017-02-14,299.0,2,2017,2,14,1,6
2017-02-15,435.57,4,2017,2,15,2,6
2017-02-16,427.26,2,2017,2,16,3,6
2017-02-17,426.55,3,2017,2,17,4,6
2017-02-18,722.52,3,2017,2,18,5,6
2017-02-19,383.0,3,2017,2,19,6,6
2017-02-20,282.85,3,2017,2,20,0,6
2017-02-21,302.76,3,2017,2,21,1,6
2017-02-22,320.08,3,2017,2,22,2,6
2017-02-23,300.72,3,2017,2,23,3,6
2017-02-24,467.0,3,2017,2,24,4,6
2017-02-25,542.06,3,2017,2,25,5,6
2017-02-26,405.0,3,2017,2,26,6,6
2017-02-27,405.0,3,2017,2,27,0,3
2017-02-28,513.69,3,2017,2,28,1,3
2017-03-01,484.25,3,2017,3,1,2,6
2017-03-02,378.44,2,2017,3,2,3,3
2017-03-03,500.82,3,2017,3,3,4,6
2017-03-04,643.12,2,2017,3,4,5,6
2017-03-05,613.0,2,2017,3,5,6,6
2017-03-06,328.18,2,2017,3,6,0,6
2017-03-07,334.3,3,2017,3,7,1,6
2017-03-08,358.0,3,2017,3,8,2,6
2017-03-09,429.57,3,2017,3,9,3,6
2017-03-10,415.6,4,2017,3,10,4,6
2017-03-11,494.36,3,2017,3,11,5,6
2017-03-12,549.04,3,2017,3,12,6,6
2017-03-13,278.2,3,2017,3,13,0,6
2017-03-14,303.87,3,2017,3,14,1,6
2017-03-15,337.34,2,2017,3,15,2,6
2017-03-16,375.61,3,2017,3,16,3,6
2017-03-17,562.13,3,2017,3,17,4,6
2017-03-18,642.58,3,2017,3,18,5,6
2017-03-19,515.59,3,2017,3,19,6,6
2017-03-20,402.63,2,2017,3,20,0,6
2017-03-21,299.04,3,2017,3,21,1,6
2017-03-22,393.56,3,2017,3,22,2,6
2017-03-23,363.62,2,2017,3,23,3,6
2017-03-24,432.98,2,2017,3,24,4,6
2017-03-25,634.92,2,2017,3,25,5,6
2017-03-26,567.45,2,2017,3,26,6,6
2017-03-27,353.0,2,2017,3,27,0,6
2017-03-28,265.04,2,2017,3,28,1,6
2017-03-29,370.0,2,2017,3,29,2,6
2017-03-30,347.14,2,2017,3,30,3,6
2017-03-31,482.94,3,2017,3,31,4,6
2017-04-01,802.14,1,2017,4,1,5,3
2017-04-02,421.79,1,2017,4,2,6,6
2017-04-03,268.4,0,2017,4,3,0,6
2017-04-04,236.0,0,2017,4,4,1,6
2017-04-05,375.66,0,2017,4,5,2,6
2017-04-06,345.5,0,2017,4,6,3,6
2017-04-07,434.64,0,2017,4,7,4,6
2017-04-08,559.02,1,2017,4,8,5,6
2017-04-09,587.2,0,2017,4,9,6,6
2017-04-10,293.7,0,2017,4,10,0,6
2017-04-11,338.59,2,2017,4,11,1,6
2017-04-12,287.93,2,2017,4,12,2,3
2017-04-13,357.62,5,2017,4,13,3,4
2017-04-14,390.2,2,2017,4,14,4,3
2017-04-14,390.2,2,2017,4,14,4,3
2017-04-15,574.42,3,2017,4,15,5,6
2017-04-16,546.24,2,2017,4,16,6,6
2017-04-17,318.0,2,2017,4,17,0,6
2017-04-18,300.45,3,2017,4,18,1,6
2017-04-19,359.55,2,2017,4,19,2,6
2017-04-20,312.27,2,2017,4,20,3,6
2017-04-21,482.8,2,2017,4,21,4,3
2017-04-22,631.3,3,2017,4,22,5,6
2017-04-23,552.0,2,2017,4,23,6,6
2017-04-24,281.0,2,2017,4,24,0,6
2017-04-25,293.7,4,2017,4,25,1,6
2017-04-26,344.65,2,2017,4,26,2,6
2017-04-27,350.13,4,2017,4,27,3,6
2017-04-28,751.72,3,2017,4,28,4,6
2017-04-29,672.4,2,2017,4,29,5,6
2017-04-30,518.67,2,2017,4,30,6,6
2017-05-01,687.97,3,2017,5,1,0,3
2017-05-02,405.57,3,2017,5,2,1,6
2017-05-03,430.6,2,2017,5,3,2,6
2017-05-04,444.29,3,2017,5,4,3,6
2017-05-05,622.73,2,2017,5,5,4,6
2017-05-06,704.13,3,2017,5,6,5,6
2017-05-07,550.2,4,2017,5,7,6,6
2017-05-08,375.42,2,2017,5,8,0,6
2017-05-09,421.14,3,2017,5,9,1,6
2017-05-10,505.08,4,2017,5,10,2,6
2017-05-11,414.61,3,2017,5,11,3,6
2017-05-12,610.93,5,2017,5,12,4,3
2017-05-13,758.87,3,2017,5,13,5,0
2017-05-14,523.12,3,2017,5,14,6,2
2017-05-15,424.25,4,2017,5,15,0,6
2017-05-16,354.85,4,2017,5,16,1,6
2017-05-17,379.15,3,2017,5,17,2,6
2017-05-18,398.8,3,2017,5,18,3,6
2017-05-19,501.9,6,2017,5,19,4,6
2017-05-20,662.48,3,2017,5,20,5,6
2017-05-21,665.23,3,2017,5,21,6,6
2017-05-22,369.26,3,2017,5,22,0,6
2017-05-23,346.29,3,2017,5,23,1,6
2017-05-24,323.24,3,2017,5,24,2,3
2017-05-25,451.11,4,2017,5,25,3,6
2017-05-26,621.3,5,2017,5,26,4,4
2017-05-27,562.77,6,2017,5,27,5,6
2017-05-28,516.81,3,2017,5,28,6,6
2017-05-29,306.3,3,2017,5,29,0,6
2017-05-30,352.92,4,2017,5,30,1,6
2017-05-31,414.49,3,2017,5,31,2,6
2017-06-01,479.71,3,2017,6,1,3,6
2017-06-02,647.45,3,2017,6,2,4,6
2017-06-03,720.86,2,2017,6,3,5,6
2017-06-04,668.46,3,2017,6,4,6,6
2017-06-05,399.63,1,2017,6,5,0,6
2017-06-06,374.59,2,2017,6,6,1,6
2017-06-07,472.54,2,2017,6,7,2,6
2017-06-08,434.84,2,2017,6,8,3,6
2017-06-09,580.0,2,2017,6,9,4,6
2017-06-10,664.46,1,2017,6,10,5,6
2017-06-11,618.28,1,2017,6,11,6,6
2017-06-12,361.34,1,2017,6,12,0,6
2017-06-13,422.32,1,2017,6,13,1,6
2017-06-14,388.94,2,2017,6,14,2,6
2017-06-15,456.44,1,2017,6,15,3,6
2017-06-16,618.64,3,2017,6,16,4,6
2017-06-17,766.68,1,2017,6,17,5,6
2017-06-18,479.68,4,2017,6,18,6,6
2017-06-19,314.68,1,2017,6,19,0,6
2017-06-20,348.61,1,2017,6,20,1,6
2017-06-21,383.4,1,2017,6,21,2,6
2017-06-22,309.32,0,2017,6,22,3,6
2017-06-23,472.22,3,2017,6,23,4,3
2017-06-24,580.55,1,2017,6,24,5,6
2017-06-25,531.76,0,2017,6,25,6,3
2017-06-25,531.76,0,2017,6,25,6,3
2017-06-25,531.76,0,2017,6,25,6,3
2017-06-26,329.6,0,2017,6,26,0,6
2017-06-27,389.88,1,2017,6,27,1,6
2017-06-28,439.45,0,2017,6,28,2,6
2017-06-29,406.45,1,2017,6,29,3,6
2017-06-30,508.78,2,2017,6,30,4,6
2017-07-01,718.68,1,2017,7,1,5,6
2017-07-02,662.56,3,2017,7,2,6,6
2017-07-03,453.37,4,2017,7,3,0,3
2017-07-03,453.37,4,2017,7,3,0,3
2017-07-04,467.21,3,2017,7,4,1,6
2017-07-05,449.69,3,2017,7,5,2,6
2017-07-06,381.6,0,2017,7,6,3,6
2017-07-07,555.54,0,2017,7,7,4,6
2017-07-08,654.3,0,2017,7,8,5,6
2017-07-09,571.74,0,2017,7,9,6,6
2017-07-10,339.03,0,2017,7,10,0,6
2017-07-11,428.79,0,2017,7,11,1,6
2017-07-12,372.04,1,2017,7,12,2,6
2017-07-13,376.08,1,2017,7,13,3,6
2017-07-14,479.23,1,2017,7,14,4,6
2017-07-15,609.65,2,2017,7,15,5,6
2017-07-16,577.25,1,2017,7,16,6,6
2017-07-17,365.81,1,2017,7,17,0,6
2017-07-18,384.46,1,2017,7,18,1,6
2017-07-19,410.21,1,2017,7,19,2,6
2017-07-20,417.13,1,2017,7,20,3,6
2017-07-21,593.73,1,2017,7,21,4,6
2017-07-22,687.37,1,2017,7,22,5,6
2017-07-23,578.0,1,2017,7,23,6,3
2017-07-24,363.74,1,2017,7,24,0,0
2017-07-25,392.63,2,2017,7,25,1,0
2017-07-26,407.07,1,2017,7,26,2,6
2017-07-27,432.44,1,2017,7,27,3,6
2017-07-28,471.53,2,2017,7,28,4,6
2017-07-29,645.03,1,2017,7,29,5,6
2017-07-30,590.5,1,2017,7,30,6,6
2017-07-31,384.15,2,2017,7,31,0,6
2017-08-01,447.0,2,2017,8,1,1,6
2017-08-02,458.8,2,2017,8,2,2,6
2017-08-03,424.09,1,2017,8,3,3,6
2017-08-04,721.1,2,2017,8,4,4,6
2017-08-05,620.6,1,2017,8,5,5,3
2017-08-06,578.91,1,2017,8,6,6,6
2017-08-07,357.0,1,2017,8,7,0,6
2017-08-08,298.22,1,2017,8,8,1,6
2017-08-09,345.82,1,2017,8,9,2,6
2017-08-10,369.05,1,2017,8,10,3,3
2017-08-11,484.23,2,2017,8,11,4,4
2017-08-12,426.0,1,2017,8,12,5,6
2017-08-13,394.3,1,2017,8,13,6,6
2017-08-14,286.78,1,2017,8,14,0,6
2017-08-15,307.0,1,2017,8,15,1,3
